path,size,mtime,header,db2_write,guard_bypass,clase,justificacion,proposed_path
backend/scripts/db2-connection.js,n/a,n/a,ODBC_DSN/UID env helper,NO,NO,TOOL-REUSABLE,helper conexion DB2 por env; reutilizable,tools/db2-connection.js
backend/scripts/db2_inventory.js,n/a,n/a,header-no-leido;inventory,NO,NO,TOOL-REUSABLE,inventario DB2 lectura; reutilizable,tools/db2_inventory.js
backend/scripts/db2_inventory2.js,n/a,n/a,header-no-leido;inventory,NO,NO,TOOL-REUSABLE,inventario DB2 lectura v2,tools/db2_inventory2.js
backend/scripts/db2_inventory3.js,n/a,n/a,header-no-leido;inventory,NO,NO,TOOL-REUSABLE,inventario DB2 lectura v3,tools/db2_inventory3.js
backend/scripts/db2_inventory4.js,n/a,n/a,DSEDAC.CRCB SITUACION lectura,NO,NO,TOOL-REUSABLE,inventario DB2 lectura v4 (CRCB situacion),tools/db2_inventory4.js
backend/scripts/db_create_indexes.js,n/a,n/a,header-no-leido;create-indexes,YES,YES-sin-guard,UNCLEAR-RISKY,crea indices en DB2 sin gate visible; revisar target schema,review/risky/db_create_indexes.js
backend/scripts/demo-smoke-pedidos-cobros-bolsa.js,n/a,n/a,SELECT DSEDAC.CVC lectura,NO,N-A,ARCHIVE-ONEOFF,smoke demo puntual pedidos/cobros/bolsa,archive/oneoff/demo-smoke-pedidos-cobros-bolsa.js
backend/scripts/diagnose-cpc-join.js,n/a,n/a,header-no-leido;diagnose,NO,NO,TOOL-REUSABLE,diagnostico join CPC lectura,tools/diagnose-cpc-join.js
backend/scripts/diagnose-ddl.js,n/a,n/a,header-no-leido;diagnose-ddl,NO,NO,TOOL-REUSABLE,diagnostico DDL lectura,tools/diagnose-ddl.js
backend/scripts/diag_vendor05.js,n/a,n/a,header-no-leido;diag,NO,NO,TOOL-REUSABLE,diagnostico vendor05 lectura,tools/diag_vendor05.js
backend/scripts/discover-dsedac-columns.js,n/a,n/a,header-no-leido;discover,NO,NO,TOOL-REUSABLE,descubrimiento columnas DSEDAC lectura,tools/discover-dsedac-columns.js
backend/scripts/discover-vista-unificada.js,n/a,n/a,header-no-leido;discover,NO,NO,TOOL-REUSABLE,descubrimiento vista unificada lectura,tools/discover-vista-unificada.js
backend/scripts/ensure-comercial-test-ddl.js,n/a,n/a,header-no-leido;ensure-ddl-TEST,YES,NO,TOOL-REUSABLE,asegura DDL comercial TEST; reutilizable,tools/ensure-comercial-test-ddl.js
backend/scripts/ensure-missing-reparto-ddl.js,n/a,n/a,header-no-leido;ensure-ddl,YES,NO,TOOL-REUSABLE,asegura DDL reparto faltante; reutilizable,tools/ensure-missing-reparto-ddl.js
backend/scripts/ensure-test-commission-tiers.js,n/a,n/a,header-no-leido;ensure-tiers,YES,NO,TOOL-REUSABLE,asegura tiers comision test; reutilizable,tools/ensure-test-commission-tiers.js
backend/scripts/erp_cobros_inventory.js,n/a,n/a,header-no-leido;inventory,NO,NO,TOOL-REUSABLE,inventario cobros ERP lectura,tools/erp_cobros_inventory.js
backend/scripts/erp_diff_condensed.js,n/a,n/a,header-no-leido;diff,NO,NO,TOOL-REUSABLE,diff ERP condensado lectura,tools/erp_diff_condensed.js
backend/scripts/execute-javier-dsedac-alignment.js,n/a,n/a,header-no-leido;execute-alignment,YES,YES-sin-guard,UNCLEAR-RISKY,EJECUTA alineamiento (no solo genera); sin guard visible,review/risky/execute-javier-dsedac-alignment.js
backend/scripts/execute-vista-unificada.js,n/a,n/a,header-no-leido;execute-vista,YES,YES-sin-guard,UNCLEAR-RISKY,EJECUTA vista unificada en DB2; sin guard visible,review/risky/execute-vista-unificada.js
backend/scripts/explore_tables.ts,n/a,n/a,header-no-leido;explore-ts,NO,N-A,ARCHIVE-ONEOFF,exploracion TS puntual (gitignored explore_*),archive/oneoff/explore_tables.ts
backend/scripts/final-objectives.js,n/a,n/a,header-no-leido;final-objectives,UNKNOWN,N-A,ARCHIVE-ONEOFF,objetivos finales puntuales (corte ago-dic),archive/oneoff/final-objectives.js
backend/scripts/find-dsedac-equivalents.js,n/a,n/a,header-no-leido;find-equivalents,NO,NO,TOOL-REUSABLE,busqueda equivalentes DSEDAC lectura,tools/find-dsedac-equivalents.js
backend/scripts/find-limite-riesgo.js,n/a,n/a,header-no-leido;find-limite,NO,N-A,ARCHIVE-ONEOFF,busqueda puntual limite riesgo,archive/oneoff/find-limite-riesgo.js
backend/scripts/find-physical-files.js,n/a,n/a,header-no-leido;find-files,NO,N-A,ARCHIVE-ONEOFF,busqueda puntual ficheros fisicos,archive/oneoff/find-physical-files.js
backend/scripts/find_comerciales.ts,n/a,n/a,header-no-leido;find-ts,NO,N-A,ARCHIVE-ONEOFF,busqueda TS puntual comerciales (gitignored find_*),archive/oneoff/find_comerciales.ts
backend/scripts/find_vendedores.ts,n/a,n/a,header-no-leido;find-ts,NO,N-A,ARCHIVE-ONEOFF,busqueda TS puntual vendedores (gitignored find_*),archive/oneoff/find_vendedores.ts
backend/scripts/fix-agosto-2026-r1-weights.js,n/a,n/a,header-no-leido;fix-weights,YES,N-A,ARCHIVE-ONEOFF,fix puntual pesos agosto-2026 R1; ventana cerrada,archive/oneoff/fix-agosto-2026-r1-weights.js
backend/scripts/fix_main_shell.py,n/a,n/a,header-no-leido;fix-py,UNKNOWN,N-A,ARCHIVE-ONEOFF,fix puntual shell en python; un solo uso,archive/oneoff/fix_main_shell.py
backend/scripts/full-schema-audit.js,n/a,n/a,header-no-leido;schema-audit,NO,NO,TOOL-REUSABLE,auditoria completa schema lectura,tools/full-schema-audit.js
backend/scripts/generate_align_migration.js,n/a,n/a,header-no-leido;generate-migration,NO,NO,TOOL-REUSABLE,generador migracion alineamiento (emite SQL sin ejecutar),tools/generate_align_migration.js
backend/scripts/generate-pedidos-schema-align-sql.js,n/a,n/a,header-no-leido;generate-sql,NO,NO,TOOL-REUSABLE,ref package.json; generador SQL alineamiento pedidos,tools/generate-pedidos-schema-align-sql.js
backend/scripts/generate-vista-deuda-completa.js,n/a,n/a,header-no-leido;generate-vista,NO,NO,TOOL-REUSABLE,generador vista deuda completa (emite SQL),tools/generate-vista-deuda-completa.js
backend/scripts/generate-vista-deuda-final.js,n/a,n/a,header-no-leido;generate-vista,NO,NO,TOOL-REUSABLE,generador vista deuda final (filtro CPC canon),tools/generate-vista-deuda-final.js
backend/scripts/generate-vista-unificada-sql.js,n/a,n/a,header-no-leido;generate-sql,NO,NO,TOOL-REUSABLE,generador SQL vista unificada,tools/generate-vista-unificada-sql.js
backend/scripts/hit-comercial-huecos.js,n/a,n/a,header-no-leido;hit-comercial,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual huecos comercial,archive/oneoff/hit-comercial-huecos.js
backend/scripts/hit-comercial-isolated-test.js,n/a,n/a,header-no-leido;hit-comercial,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual comercial isolated test,archive/oneoff/hit-comercial-isolated-test.js
backend/scripts/hit-comercial-lac-select.js,n/a,n/a,header-no-leido;hit-comercial,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual comercial LAC select,archive/oneoff/hit-comercial-lac-select.js
backend/scripts/hit-comercial-perfil-completo.js,n/a,n/a,header-no-leido;hit-comercial,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual perfil completo,archive/oneoff/hit-comercial-perfil-completo.js
backend/scripts/hit-comercial-presentacion.js,n/a,n/a,header-no-leido;hit-comercial,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual presentacion,archive/oneoff/hit-comercial-presentacion.js
backend/scripts/hit-comercial-tabs-rest.js,n/a,n/a,header-no-leido;hit-comercial,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual tabs rest,archive/oneoff/hit-comercial-tabs-rest.js
backend/scripts/hit-commercial-demo-strict.js,n/a,n/a,header-no-leido;hit-demo,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual demo estricta,archive/oneoff/hit-commercial-demo-strict.js
backend/scripts/hit-emulator-comercial-ui.js,n/a,n/a,EditText password=false/true (UI),NO,N-A,ARCHIVE-ONEOFF,automatizacion UI emulador puntual; sin secreto hardcodeado (verificado),archive/oneoff/hit-emulator-comercial-ui.js
backend/scripts/hit-laclae-live-vs-test.js,n/a,n/a,header-no-leido;hit-laclae,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual LACLAE live vs test,archive/oneoff/hit-laclae-live-vs-test.js
backend/scripts/hit-objectives-evolution-98.js,n/a,n/a,header-no-leido;hit-objectives,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual evolucion objetivos 98,archive/oneoff/hit-objectives-evolution-98.js
backend/scripts/hit-reparto-almacen-latency.js,n/a,n/a,header-no-leido;hit-latency,NO,N-A,ARCHIVE-ONEOFF,hit puntual latencia almacen,archive/oneoff/hit-reparto-almacen-latency.js
backend/scripts/hit-ssh-pin-file.js,n/a,n/a,header-no-leido;hit-ssh,UNKNOWN,N-A,ARCHIVE-ONEOFF,hit puntual PIN via SSH,archive/oneoff/hit-ssh-pin-file.js
backend/scripts/import-bolsa-pricing-from-erp.js,n/a,n/a,header-no-leido;import-pricing,YES,YES-sin-guard,UNCLEAR-RISKY,importa pricing ERP->bolsa (write) sin guard visible,review/risky/import-bolsa-pricing-from-erp.js
backend/scripts/inspect-comercial-catalog.js,n/a,n/a,header-no-leido;inspect,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual catalogo comercial,archive/oneoff/inspect-comercial-catalog.js
backend/scripts/inspect-comercial-huecos.js,n/a,n/a,header-no-leido;inspect,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual huecos comercial,archive/oneoff/inspect-comercial-huecos.js
backend/scripts/inspect-enb-sample.js,n/a,n/a,header-no-leido;inspect,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual muestra ENB,archive/oneoff/inspect-enb-sample.js
backend/scripts/inspect-pizarra-fpg-real.js,n/a,n/a,header-no-leido;inspect-pizarra,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual pizarra FPG real,archive/oneoff/inspect-pizarra-fpg-real.js
backend/scripts/inspect-pizarra-fpg-round2.js,n/a,n/a,header-no-leido;inspect-pizarra,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual pizarra FPG ronda2,archive/oneoff/inspect-pizarra-fpg-round2.js
backend/scripts/inspect-pizarra-keys.js,n/a,n/a,header-no-leido;inspect-pizarra,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual claves pizarra,archive/oneoff/inspect-pizarra-keys.js
backend/scripts/inspect-pizarra-pg-dev.js,n/a,n/a,header-no-leido;inspect-pizarra,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual pizarra PG dev,archive/oneoff/inspect-pizarra-pg-dev.js
backend/scripts/inspect-pizarra-pg-sample.js,n/a,n/a,header-no-leido;inspect-pizarra,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual muestra PG,archive/oneoff/inspect-pizarra-pg-sample.js
backend/scripts/inspect-promo-owners.js,n/a,n/a,header-no-leido;inspect,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual owners promo,archive/oneoff/inspect-promo-owners.js
backend/scripts/inspect-promotions-real.js,n/a,n/a,header-no-leido;inspect,NO,N-A,ARCHIVE-ONEOFF,inspeccion puntual promociones reales,archive/oneoff/inspect-promotions-real.js
backend/scripts/javier-pre-ds-functional-verify.js,n/a,n/a,header-no-leido;pre-ds-verify,NO,N-A,ARCHIVE-ONEOFF,verificacion puntual pre-DS funcional,archive/oneoff/javier-pre-ds-functional-verify.js
backend/scripts/list-all-tables.js,n/a,n/a,header-no-leido;list-tables,NO,NO,TOOL-REUSABLE,listado tablas lectura reutilizable,tools/list-all-tables.js
backend/scripts/list-pedidos-families.js,n/a,n/a,header-no-leido;list-families,NO,NO,TOOL-REUSABLE,listado familias pedidos lectura,tools/list-pedidos-families.js
backend/scripts/live-reparto-confirm-isolated.js,n/a,n/a,header-no-leido;live-confirm,YES,YES-sin-guard,UNCLEAR-RISKY,confirmacion reparto (aislada pero write-path) sin guard visible,review/risky/live-reparto-confirm-isolated.js
backend/scripts/mandato-v5-api-verify.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: verificacion API,archive/oneoff/mandato-v5-api-verify.js
backend/scripts/mandato-v5-begin-probe.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: begin probe,archive/oneoff/mandato-v5-begin-probe.js
backend/scripts/mandato-v5-check-orders.js,n/a,n/a,header-no-leido;mandato-v5,NO,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: check orders,archive/oneoff/mandato-v5-check-orders.js
backend/scripts/mandato-v5-commit-probe.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: commit probe,archive/oneoff/mandato-v5-commit-probe.js
backend/scripts/mandato-v5-cpc-cols-probe.js,n/a,n/a,header-no-leido;mandato-v5,NO,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: probe cols CPC,archive/oneoff/mandato-v5-cpc-cols-probe.js
backend/scripts/mandato-v5-cpc-cols.js,n/a,n/a,header-no-leido;mandato-v5,NO,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: cols CPC,archive/oneoff/mandato-v5-cpc-cols.js
backend/scripts/mandato-v5-cpc-insert-test.js,n/a,n/a,header-no-leido;mandato-v5-write,YES,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: insert test CPC (test only),archive/oneoff/mandato-v5-cpc-insert-test.js
backend/scripts/mandato-v5-cpc-probe.js,n/a,n/a,header-no-leido;mandato-v5,NO,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: probe CPC,archive/oneoff/mandato-v5-cpc-probe.js
backend/scripts/mandato-v5-db2-api.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: DB2 API,archive/oneoff/mandato-v5-db2-api.js
backend/scripts/mandato-v5-db2-crosscheck.js,n/a,n/a,header-no-leido;mandato-v5,NO,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: crosscheck DB2,archive/oneoff/mandato-v5-db2-crosscheck.js
backend/scripts/mandato-v5-debug.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: debug,archive/oneoff/mandato-v5-debug.js
backend/scripts/mandato-v5-erp-export.js,n/a,n/a,header-no-leido;mandato-v5,NO,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: export ERP,archive/oneoff/mandato-v5-erp-export.js
backend/scripts/mandato-v5-final.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: final,archive/oneoff/mandato-v5-final.js
backend/scripts/mandato-v5-full-audit.js,n/a,n/a,header-no-leido;mandato-v5,NO,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: auditoria completa,archive/oneoff/mandato-v5-full-audit.js
backend/scripts/mandato-v5-lpc-cols.js,n/a,n/a,header-no-leido;mandato-v5,NO,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: cols LPC,archive/oneoff/mandato-v5-lpc-cols.js
backend/scripts/mandato-v5-pedido.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: pedido,archive/oneoff/mandato-v5-pedido.js
backend/scripts/mandato-v5-pool-tx-probe.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: pool tx probe,archive/oneoff/mandato-v5-pool-tx-probe.js
backend/scripts/mandato-v5-stock-race.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: stock race,archive/oneoff/mandato-v5-stock-race.js
backend/scripts/mandato-v5-tx-probe.js,n/a,n/a,header-no-leido;mandato-v5,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico mandato-v5 puntual: tx probe,archive/oneoff/mandato-v5-tx-probe.js
backend/scripts/migrate-pin-hashes.js,n/a,n/a,header-no-leido;migrate-pins,YES,N-A,ARCHIVE-ONEOFF,migracion puntual hashes PIN; ejecutada una vez,archive/oneoff/migrate-pin-hashes.js
backend/scripts/pedidos_system_inventory.js,n/a,n/a,header-no-leido;inventory,NO,NO,TOOL-REUSABLE,ref package.json pedidos:inventory-system; inventario lectura,tools/pedidos_system_inventory.js
backend/scripts/pilar2-align-defaults-additive.js,n/a,n/a,header-no-leido;pilar2-epico,YES,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: defaults aditivos,archive/oneoff/pilar2-align-defaults-additive.js
backend/scripts/pilar2-build-report.js,n/a,n/a,header-no-leido;pilar2-epico,NO,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: build report,archive/oneoff/pilar2-build-report.js
backend/scripts/pilar2-catalog-audit.js,n/a,n/a,ref compare-javier-dsedac-alignment,NO,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: catalog audit (cita compare script),archive/oneoff/pilar2-catalog-audit.js
backend/scripts/pilar2-close-b1-b3.js,n/a,n/a,header-no-leido;pilar2-epico,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: cierre B1-B3,archive/oneoff/pilar2-close-b1-b3.js
backend/scripts/pilar2-crud-smoke.js,n/a,n/a,header-no-leido;pilar2-epico,UNKNOWN,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: CRUD smoke,archive/oneoff/pilar2-crud-smoke.js
backend/scripts/pilar2-db-schema-verify.js,n/a,n/a,header-no-leido;pilar2-epico,NO,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: schema verify,archive/oneoff/pilar2-db-schema-verify.js
backend/scripts/pilar2-integrity-checks.js,n/a,n/a,header-no-leido;pilar2-epico,NO,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: integrity checks,archive/oneoff/pilar2-integrity-checks.js
backend/scripts/pilar2-perf-checks.js,n/a,n/a,header-no-leido;pilar2-epico,NO,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: perf checks,archive/oneoff/pilar2-perf-checks.js
backend/scripts/pilar2-render-comparison.js,n/a,n/a,header-no-leido;pilar2-epico,NO,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: render comparison,archive/oneoff/pilar2-render-comparison.js
backend/scripts/pilar2-render-pending-ddl.js,n/a,n/a,header-no-leido;pilar2-epico,YES,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: pending DDL,archive/oneoff/pilar2-render-pending-ddl.js
backend/scripts/pilar2-sql-runner.js,n/a,n/a,header-no-leido;pilar2-epico,YES,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: SQL runner,archive/oneoff/pilar2-sql-runner.js
backend/scripts/pilar2-views-smoke.js,n/a,n/a,header-no-leido;pilar2-epico,NO,N-A,ARCHIVE-ONEOFF,epico pilar2 puntual: views smoke,archive/oneoff/pilar2-views-smoke.js
backend/scripts/pizarra-qsys2-copy-test.js,n/a,n/a,header-no-leido;pizarra-copy,YES,N-A,ARCHIVE-ONEOFF,copia puntual pizarra QSYS2 a test,archive/oneoff/pizarra-qsys2-copy-test.js
backend/scripts/pizarra-verify-test-copy.js,n/a,n/a,header-no-leido;pizarra-verify,NO,N-A,ARCHIVE-ONEOFF,verificacion puntual copia pizarra test,archive/oneoff/pizarra-verify-test-copy.js
backend/scripts/powerbi_export.py,n/a,n/a,header-no-leido;powerbi-py,NO,N-A,ARCHIVE-ONEOFF,export ad-hoc PowerBI en python; un solo uso,archive/oneoff/powerbi_export.py
backend/scripts/probe-credentials.js,n/a,n/a,getProbeCredentials env-only,NO,NO,TOOL-REUSABLE,helper credenciales probe SOLO por env (GMP_PROBE_USER/PASSWORD); sin secreto hardcodeado,tools/probe-credentials.js
backend/scripts/recreate-test-commission-tiers.js,n/a,n/a,header-no-leido;recreate-tiers,YES,NO,TOOL-REUSABLE,recrea tiers comision test; reutilizable,tools/recreate-test-commission-tiers.js
backend/scripts/repartidor_finance_db_inventory.js,n/a,n/a,header-no-leido;inventory,NO,NO,TOOL-REUSABLE,ref package.json finance:inventory-db; inventario lectura,tools/repartidor_finance_db_inventory.js
backend/scripts/reparto-email-outbox-e2e.js,n/a,n/a,header-no-leido;e2e-outbox,UNKNOWN,N-A,ARCHIVE-ONEOFF,e2e puntual outbox email reparto,archive/oneoff/reparto-email-outbox-e2e.js
backend/scripts/reparto-isolated-ddl-manifest.js,n/a,n/a,header-no-leido;ddl-manifest,NO,NO,TOOL-REUSABLE,manifiesto DDL isolated_test (emite sin ejecutar),tools/reparto-isolated-ddl-manifest.js
backend/scripts/reparto-isolated-ddl-runner.js,n/a,n/a,header-no-leido;ddl-runner-TEST,YES,NO,TOOL-REUSABLE,runner DDL acotado isolated_test; reutilizable,tools/reparto-isolated-ddl-runner.js
backend/scripts/reparto-production-ddl-runner.js,n/a,n/a,header-no-leido;ddl-runner-PROD,YES,YES-sin-guard,TOOL-REUSABLE,runner DDL produccion; REQUIERE aprobacion explicita Javier por ejecucion,tools/reparto-production-ddl-runner.js
backend/scripts/run-020-migration.js,n/a,n/a,header-no-leido;run-migration-020,YES,NO,TOOL-REUSABLE,ejecutor migracion 020 (match sql/020_*),tools/run-020-migration.js
backend/scripts/run-024-migration.js,n/a,n/a,header-no-leido;run-migration-024,YES,NO,TOOL-REUSABLE,ejecutor migracion 024 (match sql/024_*),tools/run-024-migration.js
backend/scripts/run-migration-027.js,n/a,n/a,header-no-leido;run-migration-027,YES,NO,TOOL-REUSABLE,ejecutor migracion 027 (match sql/027_*),tools/run-migration-027.js
backend/scripts/run-migrations.js,n/a,n/a,header-no-leido;run-migrations,YES,NO,TOOL-REUSABLE,ejecutor generico migraciones versionadas,tools/run-migrations.js
backend/scripts/run_026_migration.js,n/a,n/a,header-no-leido;run-migration-026,YES,NO,TOOL-REUSABLE,ejecutor migracion 026 (match sql/026_*),tools/run_026_migration.js
backend/scripts/run_create_view.sql,n/a,n/a,header-no-leido;run-view-muerta,N-A,N-A,ARCHIVE-ONEOFF,SQL puntual vista muerta VISTA_DEUDA_BASE (ver legacy/README),archive/oneoff/run_create_view.sql
backend/scripts/run_scan_local.js,n/a,n/a,header-no-leido;scan-local,NO,NO,TOOL-REUSABLE,scan local reutilizable,tools/run_scan_local.js
backend/scripts/scan_product_assets.js,n/a,n/a,header-no-leido;scan-assets,NO,NO,TOOL-REUSABLE,scan activos producto reutilizable,tools/scan_product_assets.js
backend/scripts/setup_production.js,n/a,n/a,header-no-leido;setup-prod,YES,YES-sin-guard,UNCLEAR-RISKY,setup produccion con writes; NUNCA ejecutar sin aprobacion explicita,review/risky/setup_production.js
backend/scripts/smoke-repartidor-tabs.js,n/a,n/a,header-no-leido;smoke-tabs,UNKNOWN,N-A,ARCHIVE-ONEOFF,smoke puntual tabs repartidor,archive/oneoff/smoke-repartidor-tabs.js
backend/scripts/sync-test-vddx-autosync-threshold.js,n/a,n/a,header-no-leido;sync-threshold,YES,N-A,ARCHIVE-ONEOFF,sync puntual umbral autosync VDDX test,archive/oneoff/sync-test-vddx-autosync-threshold.js
backend/scripts/test-app-view.js,n/a,n/a,header-no-leido;test-view,NO,N-A,ARCHIVE-ONEOFF,test puntual vista app (gitignored test_*),archive/oneoff/test-app-view.js
backend/scripts/test-view-syntax.js,n/a,n/a,header-no-leido;test-syntax,NO,N-A,ARCHIVE-ONEOFF,test puntual sintaxis vista (gitignored test_*),archive/oneoff/test-view-syntax.js
backend/scripts/truck_route_driver_inventory.js,n/a,n/a,header-no-leido;inventory,NO,NO,TOOL-REUSABLE,ref package.json pedidos:inventory-reparto; inventario lectura,tools/truck_route_driver_inventory.js
backend/scripts/validate_production_config.js,n/a,n/a,header-no-leido;validate-config,NO,NO,TOOL-REUSABLE,validador config produccion (lectura),tools/validate_production_config.js
backend/scripts/verify-024-migration.js,n/a,n/a,header-no-leido;verify-024,NO,NO,TOOL-REUSABLE,verificador migracion 024 (match sql/024_*),tools/verify-024-migration.js
backend/scripts/verify-migration.js,n/a,n/a,header-no-leido;verify-migration,NO,NO,TOOL-REUSABLE,verificador generico migraciones,tools/verify-migration.js
backend/scripts/verify-pf-columns.js,n/a,n/a,header-no-leido;verify-cols,NO,NO,TOOL-REUSABLE,verificador columnas PF lectura,tools/verify-pf-columns.js
backend/scripts/verify-repartidor-cierre-live.js,n/a,n/a,header-no-leido;verify-LIVE,UNKNOWN,YES-sin-guard,UNCLEAR-RISKY,nombre indica LIVE (cierre repartidor); revisar target antes de archivar,review/risky/verify-repartidor-cierre-live.js
backend/scripts/verify-repartidor-finance-schema.js,n/a,n/a,header-no-leido;verify-schema,NO,NO,TOOL-REUSABLE,ref package.json finance:verify-schema; verificador lectura,tools/verify-repartidor-finance-schema.js
backend/scripts/verify-team-80.js,n/a,n/a,header-no-leido;verify-80,NO,NO,TOOL-REUSABLE,verificador team 80 (match sql/028_*) lectura,tools/verify-team-80.js
backend/scripts/verify-vista-final.js,n/a,n/a,header-no-leido;verify-vista,NO,NO,TOOL-REUSABLE,verificador vista final lectura,tools/verify-vista-final.js
backend/scripts/verify_javier_mirror.js,n/a,n/a,header-no-leido;verify-mirror,NO,NO,TOOL-REUSABLE,verificador espejo JAVIER lectura,tools/verify_javier_mirror.js
backend/scripts/whatsapp-baileys-pair.js,n/a,n/a,header-no-leido;baileys-pair,UNKNOWN,YES-sin-guard,UNCLEAR-RISKY,emparejamiento WhatsApp Baileys (maneja sesion/credenciales); revisar custodia sesion,review/risky/whatsapp-baileys-pair.js
backend/scripts/audit_server.bat,n/a,n/a,echo DRIVER ODBC AS400,NO,NO,TOOL-REUSABLE,auditoria servidor Windows (ODBC/iSeries) reutilizable,tools/audit_server.bat
backend/scripts/install_server.bat,n/a,n/a,header-no-leido;install,UNKNOWN,NO,TOOL-REUSABLE,instalador servidor reutilizable,tools/install_server.bat
backend/scripts/build.sh,n/a,n/a,header-no-leido;build,NO,NO,TOOL-REUSABLE,build backend reutilizable,tools/build.sh
backend/scripts/audit_server_linux.sh,n/a,n/a,echo DRIVER ODBC unixODBC,NO,NO,TOOL-REUSABLE,auditoria servidor Linux reutilizable,tools/audit_server_linux.sh
backend/scripts/deploy-cert-apt.sh,n/a,n/a,header-no-leido;deploy-cert,UNKNOWN,NO,TOOL-REUSABLE,despliegue certificado APT reutilizable (requiere aprobacion),tools/deploy-cert-apt.sh
backend/scripts/diagnostic.sh,n/a,n/a,header-no-leido;diagnostic,NO,NO,TOOL-REUSABLE,diagnostico general reutilizable,tools/diagnostic.sh
backend/scripts/monitor-activity.sh,n/a,n/a,header-no-leido;monitor,NO,NO,TOOL-REUSABLE,monitor actividad reutilizable,tools/monitor-activity.sh
backend/scripts/log-rotation.sh,n/a,n/a,header-no-leido;logrotate,NO,NO,TOOL-REUSABLE,rotacion logs reutilizable,tools/log-rotation.sh
backend/scripts/rollback.sh,n/a,n/a,header-no-leido;rollback,UNKNOWN,NO,TOOL-REUSABLE,ref package.json rollback; rollback reutilizable,tools/rollback.sh
backend/scripts/_cert_live_reparto.sh,n/a,n/a,header-no-leido;_scratch-sh,UNKNOWN,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; cert live puntual,archive/oneoff/_cert_live_reparto.sh
backend/scripts/_check_runtime_env.sh,n/a,n/a,header-no-leido;_scratch-sh,NO,N-A,ARCHIVE-ONEOFF,_-scratch shell gitignored; check env puntual,archive/oneoff/_check_runtime_env.sh
